name,team,min,uast,ts
A.J. Guyton,CHI,13.4,0.42,0.477
Aaron McKie,PHI,30.6,0.405,0.54
Aaron Williams,NJN,18.9,0.273,0.568
Adonal Foyle,GSW,18.8,0.462,0.445
Adrian Griffin,DAL,23.9,0.453,0.545
Al Harrington,IND,29.8,0.457,0.526
Allan Houston,NYK,37.9,0.403,0.54
Allen Iverson,PHI,43.7,0.577,0.489
Alonzo Mourning,MIA,32.7,0.365,0.558
Alvin Williams,TOR,35.8,0.469,0.47
Andre Miller,CLE,37.3,0.726,0.538
Andrei Kirilenko,UTA,26.3,0.305,0.553
Andrew DeClercq,ORL,10.4,0.343,0.474
Anfernee Hardaway,PHX,30.8,0.522,0.472
Antawn Jamison,GSW,37.0,0.277,0.516
Anthony Carter,MIA,22.8,0.551,0.359
Anthony Johnson,NJN,10.8,0.514,0.465
Anthony Mason,MIL,38.3,0.468,0.544
Anthony Peeler,MIN,25.1,0.257,0.519
Antoine Walker,BOS,42.1,0.467,0.49
Antonio Daniels,SAS,26.5,0.409,0.534
Antonio Davis,TOR,38.7,0.363,0.497
Art Long,SEA,15.7,0.358,0.506
Austin Croshere,IND,16.9,0.303,0.518
Avery Johnson,DAL,19.9,0.676,0.531
Baron Davis,CHH,40.5,0.637,0.498
Ben Wallace,DET,36.5,0.408,0.522
Bimbo Coles,CLE,14.8,0.339,0.459
Bo Outlaw,PHX,23.2,0.199,0.547
Bob Sura,GSW,22.9,0.588,0.53
Bobby Jackson,SAC,21.6,0.455,0.537
Bonzi Wells,POR,31.8,0.355,0.538
Brad Miller,IND,29.8,0.38,0.572
Brendan Haywood,WAS,20.4,0.459,0.54
Brent Barry,SEA,37.5,0.282,0.652
Brevin Knight,MEM,21.7,0.624,0.482
Brian Grant,MIA,31.3,0.238,0.508
Brian Shaw,LAL,10.8,0.279,0.458
Brian Skinner,CLE,17.0,0.295,0.569
Bruce Bowen,SAS,28.8,0.206,0.468
Bryant Stith,CLE,13.3,0.286,0.493
Bryce Drew,CHH,12.7,0.346,0.539
Bryon Russell,UTA,30.3,0.167,0.493
Cal Bowdler,ATL,11.2,0.18,0.416
Calbert Cheaney,DEN,24.1,0.353,0.499
Charles Oakley,CHI,24.3,0.113,0.392
Charles Smith,SAS,19.1,0.445,0.483
Charlie Ward,NYK,16.8,0.496,0.496
Chauncey Billups,MIN,28.7,0.523,0.555
Chris Childs,TOR,22.9,0.371,0.435
Chris Gatling,MIA,15.0,0.382,0.501
Chris Mihm,CLE,22.4,0.321,0.47
Chris Mills,GSW,18.7,0.225,0.516
Chris Webber,SAC,38.4,0.402,0.54
Chris Whitney,WAS,26.5,0.266,0.568
Christian Laettner,WAS,25.3,0.298,0.511
Chucky Atkins,DET,28.9,0.435,0.568
Clar. Weatherspoon,NYK,30.8,0.302,0.478
Clifford Robinson,DET,35.7,0.275,0.503
Corey Maggette,LAC,25.7,0.277,0.56
Corie Blount,PHI,19.9,0.322,0.478
Corliss Williamson,DET,21.9,0.387,0.567
Courtney Alexander,WAS,23.6,0.354,0.521
Cuttino Mobley,HOU,42.1,0.519,0.537
Dale Davis,POR,31.4,0.355,0.551
Dalibor Bagaric,CHI,12.7,0.389,0.443
Damon Jones,DET,16.2,0.307,0.548
Damon Stoudamire,POR,37.2,0.499,0.506
Dan Langhi,HOU,12.7,0.286,0.412
Dan Majerle,PHX,18.2,0.182,0.49
Danny Ferry,SAS,16.0,0.079,0.594
Danny Fortson,GSW,28.8,0.453,0.504
Danny Manning,DAL,13.5,0.282,0.505
Darius Miles,LAC,27.1,0.38,0.516
Darrell Armstrong,ORL,33.3,0.412,0.553
Darvin Ham,MIL,17.2,0.283,0.571
David Robinson,SAS,29.6,0.323,0.562
David Wesley,CHH,37.2,0.223,0.479
DeShawn Stevenson,UTA,16.9,0.245,0.412
Dell Curry,TOR,15.8,0.248,0.495
DerMarr Johnson,ATL,23.9,0.271,0.513
Derek Anderson,POR,26.5,0.267,0.537
Derek Fisher,LAL,28.2,0.241,0.55
Derrick Coleman,PHI,35.9,0.372,0.524
Derrick McKey,PHI,19.1,0.327,0.464
Desmond Mason,SEA,32.2,0.311,0.533
Devean George,LAL,21.5,0.284,0.502
Dikembe Mutombo,PHI,36.3,0.43,0.574
Dion Glover,ATL,21.0,0.474,0.491
Dirk Nowitzki,DAL,38.0,0.308,0.599
Don Reid,ORL,10.5,0.356,0.509
Donnell Harvey,DEN,18.0,0.389,0.526
Donyell Marshall,UTA,30.2,0.268,0.565
Doug Christie,SAC,34.5,0.314,0.578
Earl Boykins,LAC,11.2,0.609,0.464
Earl Watson,SEA,15.1,0.385,0.507
Eddie Griffin,HOU,26.0,0.234,0.456
Eddie House,MIA,19.2,0.421,0.471
Eddie Jones,MIA,39.0,0.371,0.546
Eddy Curry,CHI,16.0,0.312,0.54
Eduardo Najera,DAL,21.8,0.333,0.548
Elden Campbell,CHH,28.0,0.396,0.558
Elton Brand,LAC,37.7,0.491,0.586
Eric Montross,TOR,13.4,0.321,0.398
Eric Piatkowski,LAC,24.2,0.213,0.601
Eric Snow,PHI,36.5,0.438,0.51
Eric Williams,BOS,23.6,0.368,0.49
Erick Dampier,GSW,23.8,0.488,0.484
Erick Strickland,BOS,20.8,0.353,0.545
Ervin Johnson,MIL,20.5,0.382,0.468
Etan Thomas,WAS,13.2,0.346,0.553
Fred Hoiberg,CHI,17.8,0.132,0.519
Gary Payton,SEA,40.2,0.627,0.526
Gary Trent,MIN,17.8,0.389,0.538
George Lynch,CHH,19.8,0.301,0.399
George McCloud,DEN,26.5,0.306,0.466
Gilbert Arenas,GSW,24.5,0.598,0.562
Glenn Robinson,MIL,35.6,0.338,0.537
Grant Long,MEM,28.3,0.195,0.475
Greg Anthony,MIL,25.2,0.41,0.46
Greg Buckner,DAL,20.1,0.308,0.566
Greg Ostertag,UTA,15.0,0.374,0.474
Hakeem Olajuwon,TOR,22.5,0.387,0.478
Hanno Mottola,ATL,16.7,0.278,0.474
Hedo Turkoglu,SAC,24.6,0.434,0.514
Horace Grant,ORL,29.1,0.193,0.539
Howard Eisley,NYK,15.6,0.797,0.435
Hubert Davis,WAS,24.2,0.247,0.544
Ira Newble,ATL,30.3,0.191,0.56
Jacque Vaughn,ATL,22.6,0.529,0.547
Jahidi White,WAS,19.0,0.48,0.552
Jake Tsakalidis,PHX,23.6,0.305,0.522
Jake Voskuhl,PHX,15.3,0.327,0.614
Jalen Rose,CHI,38.0,0.377,0.528
Jamaal Magloire,CHH,18.9,0.374,0.623
Jamaal Tinsley,IND,30.5,0.55,0.446
Jamal Mashburn,CHH,39.9,0.528,0.505
James Posey,DEN,30.7,0.235,0.474
Jarron Collins,UTA,20.6,0.354,0.532
Jason Collins,NJN,18.2,0.547,0.5
Jason Kidd,NJN,37.3,0.517,0.484
Jason Richardson,GSW,32.8,0.446,0.487
Jason Terry,ATL,38.0,0.574,0.549
Jason Williams,MEM,34.4,0.66,0.466
Jeff Foster,IND,21.8,0.362,0.493
Jeff McInnis,LAC,37.4,0.521,0.486
Jermaine O'Neal,IND,37.6,0.335,0.521
Jerome James,SEA,17.0,0.418,0.498
Jerome Williams,TOR,24.1,0.374,0.542
Jerry Stackhouse,DET,35.3,0.506,0.518
Jim Jackson,MIA,33.2,0.504,0.511
Joe Johnson,PHX,24.9,0.355,0.478
Joe Smith,MIN,26.7,0.36,0.571
Joel Przybilla,MIL,15.9,0.211,0.523
John Amaechi,UTA,10.9,0.37,0.412
John Crotty,UTA,19.5,0.316,0.599
John Starks,UTA,14.1,0.184,0.442
John Stockton,UTA,31.3,0.576,0.601
John Wallace,PHX,10.5,0.29,0.493
Johnny Newman,DAL,15.4,0.284,0.571
Jon Barry,DET,24.3,0.341,0.644
Jonathan Bender,IND,21.1,0.288,0.538
Jud Buechler,ORL,10.3,0.159,0.463
Jumaine Jones,CLE,26.5,0.247,0.501
Juwan Howard,DEN,32.5,0.387,0.513
Karl Malone,UTA,38.0,0.208,0.532
Keith Van Horn,NJN,30.4,0.289,0.51
Kelvin Cato,HOU,25.6,0.216,0.599
Kendall Gill,MIA,21.8,0.29,0.414
Kenny Anderson,BOS,31.9,0.58,0.472
Kenny Satterfield,DEN,15.6,0.589,0.431
Kenny Thomas,HOU,34.5,0.558,0.52
Kenyon Martin,NJN,34.3,0.371,0.503
Keon Clark,TOR,27.0,0.4,0.522
Kerry Kittles,NJN,31.7,0.215,0.542
Kevin Garnett,MIN,39.2,0.398,0.536
Kevin Ollie,IND,21.3,0.35,0.51
Kevin Willis,HOU,16.7,0.336,0.489
Kobe Bryant,LAL,38.3,0.628,0.544
Kurt Thomas,NYK,33.8,0.253,0.542
Kwame Brown,WAS,14.3,0.5,0.45
LaPhonso Ellis,MIA,25.5,0.307,0.48
Lamond Murray,CLE,32.5,0.344,0.534
Larry Hughes,GSW,28.0,0.603,0.484
Latrell Sprewell,NYK,41.1,0.494,0.501
Lawrence Funderburke,SAC,12.9,0.452,0.49
Lee Nailon,CHH,24.2,0.293,0.513
Lindsey Hunter,LAL,19.7,0.326,0.466
Lorenzen Wright,MEM,29.1,0.318,0.478
Lucious Harris,NJN,21.0,0.277,0.556
Malik Rose,SAS,21.1,0.389,0.517
Marc Jackson,MIN,12.8,0.4,0.467
Marcus Fizer,CHI,25.9,0.345,0.482
Mark Jackson,NYK,28.8,0.458,0.536
Mark Madsen,LAL,11.0,0.409,0.492
Mark Strickland,ATL,14.3,0.253,0.466
Matt Bullard,CHH,11.3,0.179,0.436
Matt Harpring,PHI,31.4,0.212,0.512
Metta World Peace,IND,29.8,0.446,0.501
Michael Curry,DET,23.2,0.152,0.521
Michael Doleac,CLE,16.9,0.154,0.468
Michael Finley,DAL,39.9,0.42,0.532
Michael Jordan,WAS,34.8,0.554,0.468
Michael Olowokandi,LAC,32.1,0.451,0.457
Michael Redd,MIL,21.2,0.293,0.581
Mike Bibby,SAC,33.2,0.406,0.513
Mike Miller,ORL,33.8,0.385,0.542
Milt Palacio,PHX,11.5,0.488,0.468
Mitch Richmond,LAL,11.1,0.39,0.488
Monty Williams,ORL,18.9,0.495,0.575
Moochie Norris,HOU,27.4,0.602,0.471
Mookie Blaylock,GSW,17.1,0.5,0.398
Morris Peterson,TOR,31.6,0.301,0.524
Nazr Mohammed,ATL,26.5,0.374,0.49
Nick Van Exel,DAL,34.7,0.627,0.495
Oscar Torres,HOU,16.6,0.326,0.502
Othella Harrington,NYK,20.3,0.346,0.567
P.J. Brown,CHH,32.0,0.264,0.545
Pat Garrity,ORL,30.0,0.119,0.553
Patrick Ewing,ORL,13.8,0.365,0.497
Pau Gasol,MEM,36.6,0.309,0.566
Paul Pierce,BOS,40.2,0.39,0.57
Peja Stojakovic,SAC,37.3,0.327,0.592
Popeye Jones,WAS,24.3,0.333,0.49
Predrag Drobnjak,SEA,18.3,0.178,0.49
Quentin Richardson,LAC,26.6,0.347,0.534
Quincy Lewis,UTA,13.5,0.219,0.474
Raef LaFrentz,DAL,31.5,0.219,0.533
Rafer Alston,MIL,11.9,0.485,0.434
Raja Bell,PHI,12.1,0.301,0.486
Rashard Lewis,SEA,36.4,0.279,0.564
Rasheed Wallace,POR,37.5,0.262,0.54
Rasho Nesterovic,MIN,27.1,0.349,0.499
Ray Allen,MIL,36.6,0.411,0.598
Reggie Miller,IND,36.6,0.169,0.617
Richard Hamilton,WAS,34.9,0.356,0.511
Richard Jefferson,NJN,24.3,0.356,0.524
Rick Fox,LAL,27.9,0.294,0.502
Ricky Davis,CLE,23.9,0.362,0.539
Robert Horry,LAL,26.5,0.24,0.528
Robert Traylor,CHH,11.1,0.322,0.473
Rod Strickland,MIA,30.1,0.674,0.495
Rodney Buford,MEM,28.1,0.236,0.47
Rodney Rogers,BOS,24.4,0.287,0.558
Ron Mercer,IND,32.4,0.293,0.439
Ruben Patterson,POR,23.5,0.429,0.567
Rusty LaRue,UTA,16.4,0.384,0.482
Ryan Bowen,DEN,22.5,0.293,0.524
Sam Cassell,MIL,35.2,0.587,0.545
Samaki Walker,LAL,24.0,0.38,0.545
Scot Pollard,SAC,23.5,0.396,0.59
Scott Padgett,UTA,17.2,0.277,0.568
Scott Williams,DEN,17.9,0.221,0.43
Scottie Pippen,POR,32.2,0.398,0.497
Sean Rooks,LAC,12.0,0.148,0.443
Shammond Williams,SEA,12.1,0.605,0.526
Shandon Anderson,NYK,19.5,0.242,0.489
Shane Battier,MEM,39.7,0.306,0.518
Shaquille O'Neal,LAL,36.1,0.388,0.59
Shareef Abdur-Rahim,ATL,38.7,0.482,0.536
Shawn Bradley,DAL,14.3,0.385,0.562
Shawn Kemp,POR,16.5,0.326,0.489
Shawn Marion,PHX,38.4,0.281,0.518
Slava Medvedenko,LAL,10.4,0.386,0.501
Speedy Claxton,PHI,22.8,0.448,0.469
Stacey Augmon,CHH,17.1,0.27,0.481
Stephon Marbury,PHX,38.9,0.677,0.519
Steve Francis,HOU,41.1,0.805,0.517
Steve Kerr,POR,11.9,0.265,0.573
Steve Nash,DAL,34.6,0.688,0.602
Steven Smith,SAS,28.7,0.413,0.588
Stromile Swift,MEM,26.5,0.338,0.539
Terence Morris,HOU,16.4,0.306,0.423
Terrell Brandon,MIN,30.1,0.535,0.494
Terry Porter,SAS,17.9,0.551,0.558
Tim Duncan,SAS,40.6,0.535,0.576
Tim Hardaway,DEN,23.5,0.504,0.492
Tim Thomas,MIL,26.9,0.231,0.522
Todd MacCulloch,NJN,24.2,0.324,0.562
Tom Gugliotta,PHX,25.8,0.205,0.449
Toni Kukoc,ATL,25.3,0.512,0.511
Tony Battie,BOS,24.6,0.27,0.57
Tony Delk,BOS,23.0,0.442,0.473
Tony Massenburg,MEM,17.1,0.396,0.503
Tony Parker,SAS,29.5,0.604,0.497
Tracy McGrady,ORL,38.3,0.579,0.532
Tracy Murray,TOR,11.8,0.2,0.525
Trajan Langdon,CLE,10.8,0.414,0.533
Travis Best,CHI,23.6,0.675,0.511
Trenton Hassell,CHI,28.7,0.322,0.502
Troy Hudson,ORL,22.9,0.624,0.526
Troy Murphy,GSW,17.7,0.225,0.488
Tyrone Nesby,WAS,21.4,0.35,0.481
Tyronn Lue,WAS,20.6,0.694,0.507
Tyson Chandler,CHI,19.6,0.265,0.543
Vin Baker,SEA,31.1,0.349,0.517
Vince Carter,TOR,39.8,0.483,0.515
Vitaly Potapenko,BOS,17.0,0.343,0.513
Vlade Divac,SAC,30.2,0.459,0.513
Vladimir Radmanovic,SEA,20.2,0.247,0.528
Vladimir Stepania,MIA,13.2,0.444,0.483
Voshon Lenard,DEN,23.3,0.359,0.495
Wally Szczerbiak,MIN,38.1,0.305,0.58
Walt Williams,HOU,23.3,0.211,0.538
Walter McCarty,BOS,12.8,0.225,0.563
Wang Zhi-zhi,DAL,10.8,0.229,0.564
Wesley Person,CLE,35.8,0.094,0.589
Will Solomon,MEM,14.2,0.425,0.442
Zeljko Rebraca,DET,15.9,0.333,0.569
Zendon Hamilton,DEN,15.7,0.34,0.499
Zydrunas Ilgauskas,CLE,21.5,0.444,0.501
